torque,wear_torque_interaction,power,rot_speed,temp_diff,tool_wear,air_temp,type_encoded,process_temp,machine_failure
25.7,1747.6,4731.3013681593,1758.0,10.399999999999977,68,299.0,0,309.4,0
37.3,2611.0,6097.339157768725,1561.0,10.399999999999977,70,299.0,1,309.4,0
23.3,1700.9,4540.784717670103,1861.0,10.5,73,299.0,0,309.5,0
39.0,2925.0,6175.114519896097,1512.0,10.399999999999977,75,299.1,0,309.5,0
24.6,1894.2,4665.327922433915,1811.0,10.299999999999955,77,299.1,2,309.4,0
44.2,3624.4,6660.574360679816,1439.0,10.299999999999955,82,299.1,0,309.4,0
30.1,2528.4,5336.445417069278,1693.0,10.399999999999977,84,299.0,0,309.4,0
48.2,4145.2,6758.592051471817,1339.0,10.399999999999977,86,299.1,1,309.5,0
25.5,2269.5,4801.296052481281,1798.0,10.399999999999977,89,299.0,0,309.4,0
48.3,4395.3,7177.251160464705,1419.0,10.399999999999977,91,299.0,0,309.4,0
32.5,3022.5,5666.647748912589,1665.0,10.400000000000034,93,298.9,0,309.3,0
34.7,3296.5000000000005,5665.0560086347705,1559.0,10.300000000000011,95,298.8,1,309.1,0
48.6,4762.8,7389.779903480055,1452.0,10.399999999999977,98,298.8,1,309.2,0
36.7,3706.7000000000003,6076.122935381483,1581.0,10.300000000000011,101,298.9,1,309.2,0
39.2,4076.8,5907.115722593864,1439.0,10.300000000000011,104,298.8,0,309.1,0
50.7,5374.200000000001,7321.513095117549,1379.0,10.300000000000011,106,298.9,2,309.2,0
52.5,5827.5,7422.012644105886,1350.0,10.300000000000011,111,298.8,0,309.1,0
45.4,5130.2,6475.3251138731375,1362.0,10.300000000000011,113,298.8,0,309.1,0
50.8,5842.0,7277.436550187683,1368.0,10.300000000000011,115,298.8,0,309.1,0
49.1,5744.7,7033.900287681403,1368.0,10.300000000000011,117,298.8,1,309.1,0
48.5,5820.0,6968.2619451724,1372.0,10.399999999999977,120,298.8,2,309.2,0
47.5,5937.5,7322.005277966611,1472.0,10.300000000000011,125,298.8,1,309.1,0
49.1,6284.8,7656.050824822814,1489.0,10.300000000000011,128,298.8,0,309.1,0
25.8,3354.0,4979.36152408675,1843.0,10.300000000000011,130,298.7,1,309.0,0
46.3,6157.9,6875.20797077307,1418.0,10.300000000000011,133,298.8,0,309.1,0
53.9,7276.5,8043.262591353267,1425.0,10.399999999999977,135,298.8,2,309.2,0
44.1,6174.0,6520.815375497118,1412.0,10.300000000000011,140,298.9,1,309.2,0
12.800000000000011,1830.4000000000017,2540.7525866152355,1895.5,10.200000000000045,143,298.9,0,309.1,1
54.9,7960.5,7951.02543104387,1383.0,10.200000000000045,145,298.9,0,309.1,0
43.8,6438.599999999999,6866.327735538923,1497.0,10.199999999999989,147,298.8,2,309.0,0
35.1,5335.2,5752.41322835559,1565.0,10.300000000000011,152,298.7,0,309.0,0
30.1,4635.400000000001,5330.141287811075,1691.0,10.300000000000011,154,298.7,0,309.0,0
40.7,6349.200000000001,6444.286178455671,1512.0,10.300000000000011,156,298.8,0,309.1,0
42.4,6699.2,6558.053720417668,1477.0,10.300000000000011,158,298.8,0,309.1,0
40.3,6448.0,6385.171876690622,1513.0,10.300000000000011,160,298.8,0,309.1,0
29.5,4779.0,5131.215640985769,1661.0,10.199999999999989,162,298.8,1,309.0,0
54.4,8976.0,7850.127946986078,1378.0,10.300000000000011,165,298.8,0,309.1,0
52.6,8784.2,7673.004953176687,1393.0,10.300000000000011,167,298.8,0,309.1,0
38.2,6455.8,6368.469075749037,1592.0,10.199999999999989,169,298.8,1,309.0,0
22.9,3938.7999999999997,4386.092695407341,1829.0,10.199999999999989,172,298.8,0,309.0,0
25.9,4506.599999999999,4914.581883569728,1812.0,10.100000000000023,174,298.9,1,309.0,0
38.6,6832.2,6156.244020023535,1523.0,10.100000000000023,177,299.0,0,309.1,0
45.1,8072.900000000001,6583.668172519938,1394.0,10.100000000000023,179,299.0,0,309.1,0
28.7,5194.7,5046.162255877581,1679.0,10.0,181,298.9,1,308.9,0
44.1,8114.400000000001,6770.195000339076,1466.0,10.099999999999966,184,298.8,2,308.9,0
32.4,6123.599999999999,5180.988940594142,1527.0,10.099999999999966,189,298.8,0,308.9,0
65.7,12548.7,9700.923955019922,1410.0,10.100000000000023,191,298.9,0,309.0,1
22.6,4361.8,4486.016285742521,1895.5,10.100000000000023,193,298.9,1,309.0,0
45.5,8918.0,6918.415341735442,1452.0,10.200000000000045,196,298.9,0,309.1,0
44.4,8791.199999999999,6365.243707291351,1369.0,10.200000000000045,198,298.9,0,309.1,0
35.0,7000.0,5834.984755267442,1592.0,10.100000000000023,200,299.0,0,309.1,0
32.3,6524.599999999999,5415.299392674381,1601.0,10.100000000000023,202,298.9,0,309.0,0
46.7,9526.800000000001,6743.878925877505,1379.0,10.099999999999966,204,298.8,0,308.9,0
47.9,9867.4,7328.487430808517,1461.0,10.099999999999966,206,298.8,0,308.9,0
41.3,8590.4,6292.767164773034,1455.0,10.099999999999966,208,298.8,0,308.9,1
51.5,0.0,7539.508209350144,1398.0,10.099999999999966,0,298.8,0,308.9,0
37.9,75.8,5564.367964087217,1402.0,10.099999999999966,2,298.8,0,308.9,0
49.9,199.6,7550.870302780627,1445.0,10.0,4,298.8,2,308.8,0
47.5,427.5,7212.573133866566,1450.0,10.0,9,298.9,0,308.9,0
40.8,448.79999999999995,6208.038410905718,1453.0,10.0,11,298.9,0,308.9,0
40.1,521.3000000000001,6168.716142858286,1469.0,10.0,13,299.0,0,309.0,0
47.6,714.0,7088.187008735435,1422.0,10.0,15,298.9,0,308.9,0
26.8,455.6,5062.906944721215,1804.0,10.0,17,299.0,1,309.0,0
43.9,878.0,6601.5752506454,1436.0,10.0,20,299.0,2,309.0,0
31.8,795.0,5141.656200571199,1544.0,10.0,25,299.0,0,309.0,0
45.2,1220.4,6716.599429668834,1419.0,10.0,27,299.0,1,309.0,0
39.5,1185.0,6150.871896585896,1487.0,10.0,30,298.9,1,308.9,0
25.8,851.4,4736.2022526989,1753.0,10.0,33,298.9,0,308.9,0
24.9,871.5,4771.765081537536,1830.0,10.0,35,298.9,0,308.9,0
27.1,1002.7,4901.062563183781,1727.0,10.0,37,298.9,1,308.9,0
43.0,1720.0,6529.276731710786,1450.0,9.899999999999977,40,299.1,0,309.0,0
31.9,1339.8,5418.388625450411,1622.0,9.899999999999977,42,299.0,0,308.9,0
52.2,2296.8,7385.067514499669,1351.0,10.0,44,299.0,1,309.0,0
35.3,1659.1,5822.156585265283,1575.0,10.0,47,299.0,1,309.0,0
29.9,1495.0,5479.461186636197,1750.0,10.0,50,298.9,1,308.9,0
32.7,1733.1000000000001,5235.809732399285,1529.0,9.900000000000034,53,298.9,0,308.8,0
44.4,2442.0,7081.275504897537,1523.0,10.0,55,298.8,0,308.8,0
25.0,1425.0,4848.524662040247,1852.0,10.099999999999966,57,298.8,0,308.9,0
20.7,1221.3,4108.873323666822,1895.5,10.0,59,298.8,0,308.8,0
40.6,2476.6,6611.27229996948,1555.0,10.0,61,298.8,0,308.8,0
40.5,2551.5,6111.4972686609035,1441.0,10.0,63,298.8,1,308.8,0
43.4,2864.4,6590.014189680189,1450.0,9.899999999999977,66,298.8,0,308.7,0
31.1,2114.8,5181.543955296278,1591.0,9.899999999999977,68,298.8,0,308.7,0
48.5,3395.0,7339.022238173556,1445.0,9.899999999999977,70,298.8,0,308.7,0
46.8,3369.6,7336.624155781315,1497.0,10.0,72,298.8,1,308.8,0
32.7,2452.5,5550.84864370127,1621.0,9.900000000000034,75,298.9,2,308.8,0
34.1,2728.0,5613.523417140386,1572.0,9.800000000000011,80,298.9,0,308.7,0
22.5,1845.0,4410.79608564007,1872.0,9.800000000000011,82,298.8,0,308.6,0
43.5,3654.0,6828.408712210095,1499.0,9.900000000000034,84,298.7,2,308.6,0
39.5,3515.5,6196.372630185388,1498.0,9.899999999999977,89,298.8,1,308.7,0
41.9,3854.7999999999997,6520.208000917424,1486.0,9.800000000000011,92,298.8,1,308.6,0
29.4,2793.0,5172.318144870235,1680.0,9.800000000000011,95,298.8,0,308.6,0
45.7,4432.900000000001,6848.326409633854,1431.0,9.800000000000011,97,298.8,0,308.6,0
34.1,3375.9,5584.955867943742,1564.0,9.800000000000011,99,298.9,0,308.7,0
33.0,3333.0,5525.747318399087,1599.0,9.800000000000011,101,298.8,0,308.6,0
28.1,2894.3,5023.0610778981845,1707.0,9.800000000000011,103,298.8,1,308.6,0
40.7,4314.200000000001,6252.491946954014,1467.0,9.800000000000011,106,298.7,0,308.5,0
44.7,4827.6,6707.834386165319,1433.0,9.800000000000011,108,298.9,0,308.7,0
41.2,4532.0,6721.919193228913,1558.0,9.800000000000011,110,298.9,0,308.7,0
50.7,5678.400000000001,6955.171975782443,1310.0,9.800000000000011,112,299.0,0,308.8,0
43.4,4947.599999999999,7026.318577410739,1546.0,9.800000000000011,114,298.9,0,308.7,0
29.4,3410.3999999999996,5317.0199024945805,1727.0,9.800000000000011,116,298.9,0,308.7,0
32.2,3799.6000000000004,5260.282739170751,1560.0,9.700000000000045,118,298.9,0,308.6,0
60.5,7260.0,8419.939550518684,1329.0,9.600000000000023,120,299.0,0,308.6,0
46.5,5673.0,6880.559150259685,1413.0,9.700000000000045,122,298.9,0,308.6,0
38.6,4786.400000000001,6414.943703071142,1587.0,9.600000000000023,124,299.0,0,308.6,0
34.3,4321.799999999999,5599.75276934215,1559.0,9.600000000000023,126,298.9,0,308.5,0
41.1,5260.8,6339.765390870739,1473.0,9.599999999999966,128,298.8,0,308.4,0
27.7,3601.0,5038.580545606917,1737.0,9.599999999999966,130,298.8,0,308.4,0
43.2,5702.400000000001,6518.930419904965,1441.0,9.699999999999989,132,298.7,1,308.4,0
49.6,6696.0,7427.562791127228,1430.0,9.699999999999989,135,298.7,1,308.4,0
53.0,7314.0,7598.151272217154,1369.0,9.599999999999966,138,298.8,0,308.4,0
28.5,3990.0,5106.501778777529,1711.0,9.699999999999989,140,298.8,1,308.5,0
45.7,6535.1,6795.683788735201,1420.0,9.800000000000011,143,298.7,2,308.5,0
55.3,8184.4,7510.930188177988,1297.0,9.900000000000034,148,298.7,0,308.6,0
49.4,7410.0,7495.902903318317,1449.0,9.800000000000011,150,298.8,2,308.6,0
55.8,8649.0,7409.383441638454,1268.0,9.800000000000011,155,298.8,0,308.6,0
36.1,5667.7,5712.158954487593,1511.0,9.800000000000011,157,298.8,0,308.6,0
35.2,5596.8,5691.393027047365,1544.0,9.800000000000011,159,298.7,0,308.5,0
28.2,4540.2,5250.606633797693,1778.0,9.799999999999955,161,298.6,1,308.4,0
50.5,8282.0,7440.705120394745,1407.0,9.799999999999955,164,298.6,2,308.4,0
42.4,7165.599999999999,6176.203605349342,1391.0,9.799999999999955,169,298.6,1,308.4,0
33.6,5779.2,5323.61724706712,1513.0,9.899999999999977,172,298.5,0,308.4,0
36.1,6281.400000000001,6093.977653629385,1612.0,9.899999999999977,174,298.5,2,308.4,0
40.1,7177.900000000001,6361.88220315201,1515.0,10.0,179,298.4,0,308.4,0
48.0,8688.0,6931.610030880519,1379.0,10.0,181,298.3,1,308.3,0
39.9,7341.599999999999,6154.662751721227,1473.0,9.900000000000034,184,298.4,0,308.3,0
42.7,7942.200000000001,6358.520699012669,1422.0,9.900000000000034,186,298.4,0,308.3,0
37.6,7068.8,5760.50806542634,1463.0,9.800000000000011,188,298.4,1,308.2,0
41.0,7831.0,6800.919776491184,1584.0,9.800000000000011,191,298.4,1,308.2,0
27.0,5238.0,5230.751768227005,1850.0,9.800000000000011,194,298.4,0,308.2,0
36.2,7095.200000000001,5792.426646786813,1528.0,9.800000000000011,196,298.4,0,308.2,0
19.8,3920.4,3930.2266574204386,1895.5,9.800000000000011,198,298.4,2,308.2,0
46.0,9338.0,7201.577559579002,1495.0,9.700000000000045,203,298.4,1,308.1,0
43.5,8961.0,6732.747215908285,1478.0,9.800000000000011,206,298.4,2,308.2,0
40.0,8440.0,6278.996516974799,1499.0,9.800000000000011,211,298.4,1,308.2,0
47.0,10058.0,7240.009709707917,1471.0,9.800000000000011,214,298.4,0,308.2,0
60.7,13111.2,8149.0190720486125,1282.0,9.800000000000011,216,298.4,0,308.2,1
52.3,11401.4,7733.302588174585,1412.0,9.800000000000011,218,298.3,0,308.1,1
35.5,0.0,5896.036372502203,1586.0,9.800000000000011,0,298.3,0,308.1,0
43.8,87.6,6733.312702585931,1468.0,9.800000000000011,2,298.4,1,308.2,0
43.6,218.0,6574.725105432719,1440.0,9.800000000000011,5,298.5,1,308.3,0
26.0,208.0,4718.4627261816295,1733.0,9.899999999999977,8,298.5,0,308.4,0
32.6,326.0,5503.148795244265,1612.0,9.800000000000011,10,298.4,2,308.2,0
42.9,643.5,6550.032187175502,1458.0,9.900000000000034,15,298.4,2,308.3,0
62.3,1246.0,9348.950386087232,1433.0,9.900000000000034,20,298.4,0,308.3,1
59.1,1300.2,8157.019661339754,1318.0,9.900000000000034,22,298.4,0,308.3,0
35.0,840.0,5900.958200992828,1610.0,9.800000000000011,24,298.4,1,308.2,0
50.8,1371.6,7777.494324835082,1462.0,9.900000000000034,27,298.2,0,308.1,0
20.8,603.2,4128.722953249754,1895.5,9.899999999999977,29,298.1,1,308.0,0
33.7,1078.4,5614.727694324262,1591.0,9.800000000000011,32,298.2,1,308.0,0
58.3,2040.5,7973.341210859871,1306.0,9.900000000000034,35,298.2,0,308.1,0
43.5,1609.5,6295.437518528586,1382.0,9.900000000000034,37,298.2,0,308.1,0
34.7,1353.3000000000002,5879.4487632912505,1618.0,9.900000000000034,39,298.2,0,308.1,0
21.4,877.4,4247.820730747342,1895.5,10.0,41,298.2,0,308.2,0
50.2,2158.6,7548.953931261937,1436.0,10.0,43,298.2,0,308.2,0
49.8,2241.0,6800.417121666609,1304.0,10.100000000000023,45,298.2,0,308.3,0
49.9,2345.2999999999997,7707.635776194758,1475.0,10.100000000000023,47,298.2,0,308.3,0
24.2,1185.8,4622.413766785878,1824.0,10.100000000000023,49,298.2,2,308.3,0
48.1,2597.4,6759.681136925063,1342.0,10.099999999999966,54,298.1,1,308.2,0
40.7,2319.9,6329.209639554677,1485.0,10.099999999999966,57,298.1,0,308.2,0
30.6,1805.4,5341.775652604869,1667.0,10.0,59,298.2,0,308.2,0
38.2,2330.2000000000003,5784.426057495671,1446.0,10.0,61,298.2,0,308.2,0
56.0,3528.0,7629.462478997932,1301.0,10.199999999999989,63,298.1,0,308.3,0
43.1,2801.5,6224.008173561467,1379.0,10.199999999999989,65,298.2,0,308.4,0
33.6,2251.2000000000003,5650.845537865033,1606.0,10.199999999999989,67,298.3,0,308.5,0
43.4,2994.6,6994.504715805386,1539.0,10.099999999999966,69,298.3,1,308.4,0
49.9,3592.7999999999997,7718.086807755701,1477.0,10.199999999999989,72,298.2,0,308.4,0
34.6,2560.4,6036.423676215621,1666.0,10.199999999999989,74,298.2,0,308.4,0
51.8,3936.7999999999997,7583.427674647329,1398.0,10.199999999999989,76,298.2,2,308.4,0
34.6,2802.6,6079.903318541303,1678.0,10.199999999999989,81,298.2,2,308.4,0
12.800000000000011,1100.800000000001,2540.7525866152355,1895.5,10.300000000000011,86,298.2,1,308.5,1
42.9,3818.1,6527.569799702335,1453.0,10.199999999999989,89,298.3,0,308.5,0
49.5,4504.5,7422.955121901963,1432.0,10.300000000000011,91,298.3,2,308.6,0
40.9,3926.3999999999996,6540.199002169767,1527.0,10.200000000000045,96,298.4,1,308.6,0
35.0,3465.0,5820.3239895506895,1588.0,10.300000000000011,99,298.4,0,308.7,0
47.1,4757.1,7067.986567972853,1433.0,10.200000000000045,101,298.4,0,308.6,0
35.0,3605.0,5897.293009563639,1609.0,10.200000000000045,103,298.4,0,308.6,0
41.2,4326.0,6795.264909714723,1575.0,10.199999999999989,105,298.3,0,308.5,0
35.7,3819.9,6116.178241714753,1636.0,10.100000000000023,107,298.4,1,308.5,0
37.9,4169.0,5913.6292913623065,1490.0,10.100000000000023,110,298.4,0,308.5,0
32.8,3673.5999999999995,5980.000672157146,1741.0,10.100000000000023,112,298.4,0,308.5,0
53.0,6042.0,7459.397596683604,1344.0,10.100000000000023,114,298.5,1,308.6,0
35.3,4130.099999999999,5947.841235359899,1609.0,10.199999999999989,117,298.5,0,308.7,0
60.7,7223.3,9032.571061919716,1421.0,10.300000000000011,119,298.4,1,308.7,1
36.7,4477.400000000001,6114.555085510398,1591.0,10.200000000000045,122,298.4,0,308.6,0
44.0,5456.0,6805.527445716449,1477.0,10.200000000000045,124,298.4,0,308.6,0
36.1,4548.6,5757.523552405431,1523.0,10.300000000000011,126,298.4,0,308.7,0
33.9,4339.2,5591.249525226434,1575.0,10.199999999999989,128,298.5,0,308.7,0
52.9,6877.0,7445.323261595521,1344.0,10.300000000000011,130,298.4,2,308.7,0
44.9,6061.5,6516.856968753595,1386.0,10.300000000000011,135,298.4,0,308.7,0
37.1,5082.7,6173.428531838671,1589.0,10.300000000000011,137,298.3,1,308.6,0
40.3,5642.0,6532.879091286902,1548.0,10.300000000000011,140,298.3,0,308.6,0
38.3,5438.599999999999,6012.13916500337,1499.0,10.300000000000011,142,298.3,0,308.6,0
31.6,4550.400000000001,5506.416051603997,1664.0,10.199999999999989,144,298.3,0,308.5,0
38.1,5562.6,5773.273403575427,1447.0,10.300000000000011,146,298.3,0,308.6,0
46.2,6837.6,6937.767552481556,1434.0,10.199999999999989,148,298.3,1,308.5,0
52.7,7957.700000000001,7814.523230245394,1416.0,10.199999999999989,151,298.3,0,308.5,0
24.3,3717.9,4649.148720267926,1827.0,10.100000000000023,153,298.4,2,308.5,0
45.0,7110.0,6144.955230421635,1304.0,10.200000000000045,158,298.4,0,308.6,0
34.4,5504.0,5652.102174926468,1569.0,10.200000000000045,160,298.4,0,308.6,0
29.3,4746.6,4860.169498809554,1584.0,10.300000000000011,162,298.3,0,308.6,0
53.8,8823.199999999999,7673.40288824614,1362.0,10.199999999999989,164,298.3,0,308.5,0
49.2,8167.200000000001,6847.28968405817,1329.0,10.099999999999966,166,298.3,0,308.4,0
36.1,6064.8,5818.009682962545,1539.0,10.199999999999989,168,298.3,0,308.5,0
37.1,6307.0,6328.832648436246,1629.0,10.199999999999989,170,298.3,1,308.5,0
32.2,5570.6,5186.099264643983,1538.0,10.199999999999989,173,298.3,0,308.5,0
34.8,6089.999999999999,5721.46854071773,1570.0,10.300000000000011,175,298.3,0,308.6,0
43.1,7628.7,6354.897395485529,1408.0,10.099999999999966,177,298.3,0,308.4,0
47.6,8520.4,7098.156329422827,1424.0,10.199999999999989,179,298.2,0,308.4,0
34.9,6316.9,5525.935813958302,1512.0,10.199999999999989,181,298.2,0,308.4,0
42.9,7850.7,6639.881737068171,1478.0,10.199999999999989,183,298.2,0,308.4,0
33.7,6234.500000000001,5928.8136558546585,1680.0,10.199999999999989,185,298.1,1,308.3,0
38.7,7275.6,6058.718512080596,1495.0,10.199999999999989,188,298.1,0,308.3,0
36.6,6954.0,5948.417194013058,1552.0,10.100000000000023,190,298.0,1,308.1,0
50.3,9707.9,7337.493329748808,1393.0,10.200000000000045,193,297.9,0,308.1,0
30.6,5967.0,5162.32788023182,1611.0,10.199999999999989,195,298.0,0,308.2,0
51.6,10165.2,7235.339208629582,1339.0,10.100000000000023,197,298.0,1,308.1,0
24.3,4860.0,4521.91421779754,1777.0,10.100000000000023,200,298.0,0,308.1,0
58.8,11877.599999999999,8300.33911819652,1348.0,10.199999999999989,202,298.0,0,308.2,1
44.1,8996.4,6659.359611520428,1442.0,10.199999999999989,204,298.0,0,308.2,0
49.1,10114.6,7172.727267043536,1395.0,10.199999999999989,206,298.0,1,308.2,0
31.4,6562.599999999999,5349.901905602153,1627.0,10.200000000000045,209,297.9,1,308.1,0
33.5,7102.0,5560.3571974661345,1585.0,10.200000000000045,212,297.9,0,308.1,0
45.5,9737.0,6999.416072320499,1469.0,10.199999999999989,214,298.0,0,308.2,0
56.8,12268.8,8101.28780766507,1362.0,10.300000000000011,216,298.0,0,308.3,1
56.2,12251.6,8268.776584003455,1405.0,10.300000000000011,218,298.0,0,308.3,1
32.7,0.0,5691.246419390197,1662.0,10.300000000000011,0,298.0,0,308.3,0
42.6,85.2,6539.916258830944,1466.0,10.199999999999989,2,298.0,1,308.2,0
35.8,179.0,6073.326917919787,1620.0,10.199999999999989,5,298.0,0,308.2,0
48.2,337.40000000000003,6849.446911013634,1357.0,10.199999999999989,7,298.0,0,308.2,0
37.9,341.09999999999997,6008.882380619149,1514.0,10.199999999999989,9,298.0,0,308.2,0
40.4,444.4,6299.479701076205,1489.0,10.199999999999989,11,298.0,0,308.2,0
63.0,819.0,8781.06562604883,1331.0,10.199999999999989,13,298.1,0,308.3,0
29.5,442.5,4989.110933288391,1615.0,10.0,15,298.0,0,308.0,0
37.9,644.3,5881.878261610025,1482.0,10.099999999999966,17,298.1,0,308.2,0
63.9,1214.1,9502.061140047688,1420.0,10.099999999999966,19,298.1,1,308.2,1
49.1,1080.2,7825.728244043198,1522.0,10.100000000000023,22,298.2,1,308.3,0
32.1,802.5,5559.927846470144,1654.0,10.099999999999966,25,298.1,0,308.2,0
26.8,723.6,4872.065662991147,1736.0,10.099999999999966,27,298.1,1,308.2,0
32.3,968.9999999999999,5367.945119409272,1587.0,10.100000000000023,30,298.0,1,308.1,0
47.5,1567.5,6914.121831775536,1390.0,10.099999999999966,33,298.1,0,308.2,0
37.1,1298.5,5648.9396383218545,1454.0,10.100000000000023,35,298.0,0,308.1,0
43.7,1616.9,6589.80475016995,1440.0,10.100000000000023,37,298.0,2,308.1,0
21.1,886.2,4188.271841998549,1895.5,10.100000000000023,42,297.9,0,308.0,0
24.8,1091.2,4674.689868541612,1800.0,10.100000000000023,44,297.9,2,308.0,0
37.0,1813.0,5904.937551687375,1524.0,10.0,49,298.0,0,308.0,0
39.6,2019.6000000000001,6303.291500162561,1520.0,10.0,51,298.0,2,308.0,0
40.8,2284.7999999999997,6203.765844896836,1452.0,10.0,56,298.1,1,308.1,0
40.4,2383.6,6278.326310542034,1484.0,10.0,59,298.1,0,308.1,0
46.0,2806.0,6869.197056829202,1426.0,9.899999999999977,61,298.1,0,308.0,0
28.5,1795.5,4930.415510543821,1652.0,9.899999999999977,63,298.1,0,308.0,0
54.7,3555.5,8025.16701766859,1401.0,10.0,65,298.0,0,308.0,0
26.6,1782.2,4874.704600820162,1750.0,9.899999999999977,67,298.0,1,307.9,0
50.7,3549.0,7852.442253574224,1479.0,10.0,70,298.0,2,308.0,0
29.4,2205.0,4987.5924968391555,1620.0,10.0,75,298.0,1,308.0,0
23.4,1825.1999999999998,4457.35448876627,1819.0,10.100000000000023,78,298.0,0,308.1,0
43.7,3496.0,6663.024802949616,1456.0,10.0,80,298.1,1,308.1,0
36.5,3029.5,6215.012746596687,1626.0,9.899999999999977,83,298.1,0,308.0,0
49.8,4233.0,7248.910888893089,1390.0,10.0,85,298.1,1,308.1,0
43.0,3784.0,6614.832771643549,1469.0,10.0,88,298.2,0,308.2,0
19.2,1728.0,3811.1288799228496,1895.5,10.100000000000023,90,298.2,0,308.3,0
36.0,3312.0,5911.2207369945545,1568.0,10.100000000000023,92,298.2,0,308.3,0
33.2,3120.8,5524.4697373866275,1589.0,10.100000000000023,94,298.2,0,308.3,0
31.6,3033.6000000000004,5973.005392515153,1805.0,10.100000000000023,96,298.2,0,308.3,0
42.2,4135.6,6120.555527478755,1385.0,10.199999999999989,98,298.2,2,308.4,0
46.7,4810.1,7022.632442030527,1436.0,10.299999999999955,103,298.1,0,308.4,0
45.6,4788.0,6866.767558510426,1438.0,10.299999999999955,105,298.1,0,308.4,0
42.6,4558.2,6571.143689807626,1473.0,10.300000000000011,107,298.0,0,308.3,0
40.2,4381.8,5619.9950980067815,1335.0,10.299999999999955,109,298.1,0,308.4,0
44.8,4972.799999999999,6530.491480870174,1392.0,10.399999999999977,111,298.1,2,308.5,0
51.1,5927.6,7341.81825563525,1372.0,10.399999999999977,116,298.1,1,308.5,0
30.7,3653.2999999999997,5516.76236340982,1716.0,10.5,119,298.1,1,308.6,0
46.2,5636.400000000001,6749.083497706953,1395.0,10.5,122,298.0,0,308.5,0
25.3,3137.2000000000003,4538.438995155423,1713.0,10.5,124,298.0,0,308.5,0
18.7,2356.2,3711.880732008192,1895.5,10.600000000000023,126,297.9,2,308.5,0
35.6,4663.6,5841.812483301244,1567.0,10.5,131,297.8,1,308.3,0
38.3,5132.2,6505.463459396576,1622.0,10.599999999999966,134,297.8,0,308.4,0
27.1,3685.6000000000004,4937.9553329124365,1740.0,10.699999999999989,136,297.7,0,308.4,0
35.1,4843.8,5557.603067906488,1512.0,10.599999999999966,138,297.8,2,308.4,0
43.5,6220.5,6737.30252525599,1479.0,10.599999999999966,143,297.8,1,308.4,0
27.5,4015.0,5002.200902678348,1737.0,10.599999999999966,146,297.8,0,308.4,0
19.2,2841.6,3811.1288799228496,1895.5,10.599999999999966,148,297.8,0,308.4,0
47.1,7065.0,6776.98084047083,1374.0,10.599999999999966,150,297.8,0,308.4,0
36.6,5563.2,6051.9012560223055,1579.0,10.599999999999966,152,297.8,1,308.4,0
47.2,7316.0,6450.3180363505635,1305.0,10.600000000000023,155,297.9,0,308.5,0
40.8,6405.599999999999,6190.94814687019,1449.0,10.600000000000023,157,297.9,1,308.5,0
41.8,6688.0,6679.738075866713,1526.0,10.600000000000023,160,298.0,2,308.6,0
44.1,7276.5,6710.159164728975,1453.0,10.600000000000023,165,298.0,1,308.6,0
36.0,6048.0,5534.22961856378,1468.0,10.700000000000045,168,297.9,0,308.6,0
50.8,8636.0,6984.849554383353,1313.0,10.600000000000023,170,298.0,0,308.6,0
53.0,9116.0,7215.191127744558,1300.0,10.600000000000023,172,297.9,1,308.5,0
